count,city,installation_date
2,Julian,2006
54,WILLOWS,2014
11,El Dorado Hills,2005
131,CARSON,2018
2,Ben Lomond,2013
2,Nicasio,2005
4,Porterville,2005
6,STEVINSON,2019
3,Mojave,2009
9,Colusa,2011
1,Kenwood,2002
1,TAYLORSVILLE,2019
50,PHELAN,2014
1,Bellflower,2007
29,Pleasant Hill,2010
1,Redwood City,2018
2,Oakhurst,2001
18,Anaheim,2016
12,Piru,2013
17,STRATHMORE,2016
4,EUREKA,2013
39,Oak Park,2012
7,Upland,2006
4,GUINDA,2014
12,ACAMPO,2013
10,Cotati,2011
128,COMPTON,2015
4,Quincy,2017
7,Arcadia,2006
2,Berkeley,2016
91,ROWLAND HEIGHTS,2015
10,Atascadero,2005
29,EUREKA,2015
14,California City,2016
9,WINTERS,2013
28,QUAIL VALLEY,2017
11,BELL,2018
1,GUALALA,2005
1,CHINO HILLS,2004
1,south pasadena,2018
1,ALTADENA,2011
2,Fontana,2006
22,PENNGROVE,2017
18,Simi Valley,2019
23,GARDEN VALLEY,2016
1,JAMUL,2008
57,Redlands,2010
231,Long Beach,2012
12,Live Oak,2013
6,Burlingame,2002
7,SAN DIMAS,2013
1,ORCUTT,2014
5,Somis,2012
64,LA CANADA,2017
43,WOODLAKE,2016
41,Rancho Cucamonga,2010
8,PLEASANT GROVE,2015
3,Gilbert,2007
1,La Costa,2003
2,La Mirada,2006
1,EL PASO DE ROBLES,2018
42,Lancaster,2010
30,Baldwin Park,2016
5,Bradbury,2014
30,Aptos,2009
3,South Pasadena,2005
9,Tipton,2016
15,Surprise,2008
2,LAGUNA BEACH,2010
4,CAPISTRANO BCH,2013
7,Lakeport,2011
1,Tollhouse,2011
1,Pinon Hills,2009
1,LEMON COVE,2006
1,Temple City,2005
1,Ladera Ranch,2019
4,Lake Hughes,2012
382,HUNTINGTON BEACH,2018
33,Palm Desert,2018
209,GRASS VALLEY,2018
4,Sun City,2018
1,Middletown,2016
2,Crowley Lake,2007
1,DULZURA,2003
5,Bolinas,2008
15,FARMERSVILLE,2019
1,Norwalk,2001
42,SAN GABRIEL,2014
2,Taylor,2005
1,Kelsey,2013
2,Montebello,2015
4,Suisun City,2009
2,Quincy,2008
11,PEBBLE BEACH,2017
83,NEWHALL,2019
25,Bonita,2011
10,ORANGE,2012
3,Mariposa,2008
96,Moreno Valley,2012
4,MANTON,2016
8,Shingle Springs,2005
131,GLENDORA,2016
2,SANTA MONICA,2002
2,Barstow,2010
5,Los Banos,2009
3,Forest Ranch,2009
181,KINGSBURG,2019
6,BAYSIDE,2015
1,GRIZZLY FLATS,2015
16,Villa Park,2014
1,SEBASTOPOL,2002
6,TRANQUILLITY,2019
6,LOS ALAMOS,2018
5,FALL RIVER MILLS,2015
6,Los Alamos,2013
8,PALM SPRINGS,2012
3,Santa Monica,2002
1,Kernville,2003
2,Stinson Beach,2014
7,Brea,2008
1,Wallace,2002
2,Solana Beach,2017
6,Windsor,2014
14,Paradise,2011
1,Sandiego,2013
14,ROSS,2019
28,FOOTHILL RANCH,2019
3,LAKE ISABELLA,2013
2,WOODLAKE,2013
33,FARMERSVILLE,2016
26,WINCHESTER,2013
69,BARSTOW,2014
1,Dinuba,2006
1,La Habra,2018
3,Camino,2011
5,San Juan Capistrano,2015
8,CUDAHY,2015
2,Kelseyville,2001
1,BADGER,2016
85,EL MONTE,2016
26,SONOMA,2013
15,Windsor,2005
18,Montebello,2019
16,LE GRAND,2019
1,Union City,2018
9,Victorville,2009
3,Creston,2004
3,Ducor,2009
5,HIDDEN VALLEY LAKE,2013
16,SOULSBYVILLE,2018
1,El Dorado Hills,2001
64,San Clemente,2012
2,Oakdale,2017
22,DESCANSO,2016
27,Piru,2012
54,PACIFIC GROVE,2015
1,Avenal,2016
11,GUALALA,2019
32,San Bruno,2012
1,City of Industry,2018
14,Stevenson Ranch,2016
1,TOMALES,2017
9,YORBA LINDA,2012
4,BURNEY,2018
1,Quail Valley,2011
1,Mirada,2013
7,La Verne,2008
18,Los Gatos,2003
1,Coto De Caza,2002
2,New Cuyama,2013
1,pittsburg,2019
14,Cameron Park,2008
1,Albion,2005
6,OCCIDENTAL,2016
96,Garden Grove,2016
183,Yucaipa,2013
1,Cudahy,2004
1,SONOMA,2004
246,CHULA VISTA,2013
710,POWAY,2019
41,Salinas,2018
23,BELL,2016
1,BRENTWOOD,2012
8,LEONA VALLEY,2016
1,Trona,2008
14,LA MESA,2011
3,Idyllwild,2011
2,Pauma Valley,2016
1,Conway,2010
69,LA PALMA,2015
1,LEUCADIA,2015
1,Agua Dulce,2016
32,Trabuco Canyon,2014
1,Signal Hill,2019
19,MIDDLETOWN,2018
4,BODFISH,2019
4,OJAI,2007
14,Ramona,2016
10,PINE VALLEY,2015
2,Newbury Park,2015
21,El Monte,2017
110,Saratoga,2011
1,SANTEE,2008
14,ROSEVILLE,2018
5,FALL RIVER MILLS,2018
801,VACAVILLE,2016
1,Potter Valley,2013
43,Manhattan Beach,2014
3,Tracy,2018
17,BURSON,2017
2,Lake Isabella,2005
7,Sutter Creek,2008
23,Oakdale,2007
5,San Bernardino,2005
226,WESTMINSTER,2016
13,Littlerock,2013
12,Temple City,2017
2,Lakeport,2002
59,Woodland,2011
24,FAIRFAX,2016
1,Fulton,2012
2,GREENVILLE,2019
3,SAN GERONIMO,2014
1,EL MIRAGE,2016
27,BIGGS,2015
33,CARMEL VALLEY,2018
1,Lake Arrowhead,2016
33,Hillsborough,2013
17,CLEMENTS,2016
106,Poway,2013
2,Palos Verdes Peninsula,2017
1,BODEGA,2017
225,LOS GATOS,2016
6,MAYWOOD,2017
1,Essex,2012
2,Arcadia,2003
74,Manteca,2010
3,Rancho Santa Fe,2007
3,Trinidad,2010
1,SHELL BEACH,2018
2,FELLOWS,2019
97,PACIFICA,2014
2,Durham,2006
1,Raisin City,2012
2,Buckeye,2009
5,Piedmont,2004
67,Yucca Valley,2013
108,Sonoma,2011
500,Temecula,2012
17,LAKE FOREST,2013
2,FLOURNOY,2017
16,SIGNAL HILL,2018
534,Irvine,2016
6,Kerman,2014
58,WILLOWS,2017
1,QUARTZ HILL,2008
1,Ramona,2019
50,Walnut Creek,2007
48,Santa Maria,2013
3,Desert Hot Springs,2004
1,Santa Fe Springs,2007
64,Oakland,2015
3,Westlake Vlg,2014
31,Placerville,2009
78,Rialto,2017
6,Leona Valley,2013
5,Princeton,2012
4,DILLON BEACH,2015
1,Farmington,2011
3,Palo Cedro,2002
1,Lomita,2006
13,Long Beach,2004
1,WEIMAR,2015
32,GUSTINE,2014
2,perris,2017
2,Shingletown,2006
16,CHERRY VALLEY,2016
1,Rainbow,2003
19,BURSON,2019
8,Fairfax,2010
1,Cambria,2004
1,Greenbrae,2014
19,Topanga,2012
13,Covina,2009
4,Catheys Valley,2010
4,Perris,2007
170,REDONDO BEACH,2015
2,Mendota,2014
181,Rancho Mirage,2013
164,CERRITOS,2016
3,Lower Lake,2004
1,Magalia,2007
2,Gold Run,2007
8,Firebaugh,2013
4,Morro Bay,2008
1,Farmington,2008
2,Bay Point,2017
1,Miwuk Village,2007
1,Jackson,2009
5,Jamestown,2011
3,Bodfish,2012
2,Graton,2005
3,Commerce,2016
1,Fairfax,1999
2,KNIGHTSEN,2013
1,Corona Del Mar,2002
83,La Mesa,2012
1,Sun City,2001
21,HOMELAND,2018
159,RED BLUFF,2014
78,COARSEGOLD,2015
6860,SAN DIEGO,2018
1,Moss Beach,2007
9,Rosemead,2012
6,NIPTON,2010
2,Laton,2013
8,HURON,2018
100,Carlsbad,2009
257,WATSONVILLE,2016
1,Landers,2010
1,Cobb,2018
34,ORANGE COVE,2015
1,CAMPO,2010
217,SUN CITY,2018
9,Riverside,2006
7,Mentone,2011
1,Whitewater,2007
41,Aliso Viejo,2014
1,Knightsen,2005
16,Auburn,2004
33,San Francisco,2002
8,Guadalupe,2013
7,Earlimart,2017
4,Laguna Beach,2005
2,WARNER SPRINGS,2007
2,Menifee,2004
4,Pleasant Hill,2004
6,El Sobrante,2005
21,Richmond,2014
4,CATHEYS VALLEY,2015
81,LA CANADA FLINTRIDGE,2015
53,Sebastopol,2006
174,San Bernardino,2014
7,Palm Desert,2005
116,KELSEYVILLE,2018
92,Mountain View,2012
1,Lockwood,2004
32,CALIFORNIA CITY,2017
2,Stevenson Ranch,2018
18,COTATI,2015
10,American Canyon,2011
2,Armona,2018
6,WILLOW CREEK,2016
17,BOULDER CREEK,2016
3,LEMON COVE,2017
2,Arvin,2017
1,EAST GARRISON,2015
6,Stinson Beach,2008
2,Boulevard,2010
60,Manteca,2011
34,Mill Valley,2011
1,COMPTON,2002
1,Mount Aukum,2009
60,Grass Valley,2010
1,CRESTON,2004
191,ALTA LOMA,2014
448,VENTURA,2015
27,MILLBRAE,2014
28,Saratoga,2006
3,Lemon Grove,2009
1,Landers,2017
454,Fontana,2017
14,Montclair,2014
14,Oakdale,2004
1,Little Rock,2004
4,PORTOLA VALLEY,2013
26,Los Angeles,2008
2,Winton,2004
1,Pescadero,2013
6,El Dorado,2009
1,Bonsall,2007
4,Perris,2004
1,Friant,2005
445,RAMONA,2017
1,HAWTHORNE,2005
28,SAN JUAN CAPO,2013
1,san jose,2013
1,Fort Bragg,1999
11,Porterville,2008
387,WOODLAND,2017
121,MOUNTAIN VIEW,2018
1,Rialto,2004
31,Rancho Mission Viejo,2019
1,PAICINES,2019
2,Ben Lomond,2014
1,Potrero,2001
35,LAKEPORT,2015
1,RICHMOND,2003
5,Atherton,2005
2,Sebastopol,2018
2,ONYX,2019
173,MENIFEE,2014
239,Jurupa Valley,2017
1,Santa clarita,2018
189,REDWOOD CITY,2019
1,canyon lake,2018
1,PICO RIVERA,2013
1,El Granada,2003
33,WILLITS,2019
37,Granite Bay,2009
4,East Palo Alto,2003
6,LA MESA,2010
2,WESTLEY,2016
19,Foothill Ranch,2012
2,Sunset Beach,2014
11,Signal Hill,2016
6,Pilot Hill,2010
223,LAGUNA HILLS,2016
14,Tiburon,2010
2,Perris,2006
4,ORANGE,2011
3,WESTLAKE VILLAGE,2013
1,Valley Ford,2008
1,MANCHESTER,2015
7,EAST GARRISON,2017
1,Gilroy,2000
4,Grand Terrace,2009
197,ALTA LOMA,2018
63,PIEDMONT,2015
1,Oroville,2001
3,Sea Ranch,2006
4,BIG PINE,2019
1,TRINIDAD,2014
2,McKinleyville,2001
3,Lower Lake,2005
4,Volcano,2011
7,Yuba City,2018
1,Maywood,2012
3,Inyokern,2011
9,Lompoc,2009
2,Hermosa Beach,2018
1,Rancho Bernardo,2007
2,Jasper,2011
63,Garden Grove,2012
2,DOWNEY,2010
1,JULIAN,2001
560,San Francisco,2013
1,BUENA PARK,2002
1,Nice,2012
6,Pacific Grove,2011
2,Arcata,2017
2,Llano,2013
4,Lindsay,2002
59,Alta Loma,2014
57,PALO CEDRO,2016
2,EXETER,2007
214,MORENO VALLEY,2014
206,PLACERVILLE,2017
11,Lompoc,2010
4,Phelan,2008
1,Signal Hill,2006
53,TIBURON,2016
1,Tustin,2002
1,Chino HIlls,2016
2,CULVER CITY,2008
2,Warner Springs,2011
3,Potter Valley,2005
159,Moreno Valley,2014
1,Ladera Heights,2014
44,WHEATLAND,2018
13,Cupertino,2014
17,SHANDON,2017
1,DUNLAP,2016
2,Dublin,2004
29,Portola Valley,2009
2,Palm desert,2016
2,Gridley,2010
24,Newark,2012
1,TWIN PEAKS,2013
1,Ferndale,2009
1,Dewey,2007
1,rialto,2016
21,PENRYN,2014
16,Baldwin Park,2013
2,CALISTOGA,2005
9,Valley Springs,2009
1,HARMONY,2014
47,CORCORAN,2019
94,Desert Hot Springs,2016
39,Atascadero,2011
5,Woodside,2014
3,Cudahy,2016
1,VERNALIS,2017
1,TRAVER,2014
911,OAKLAND,2016
4,Belmont,2003
786,MADERA,2016
1,Newhall,2015
9,Kelseyville,2013
5493,SAN DIEGO,2017
14,HAMILTON CITY,2019
1,VALENCIA,2009
193,San Ramon,2013
27,GROVELAND,2016
57,MONTEREY PARK,2018
1,CHINO,2002
104,CORONADO,2015
1,Westwood,2006
5,Oak View,2010
1,WHITETHORN,2017
1,FREMONT,2006
76,Palm Springs,2015
1,RANCHITA,2014
57,RIPON,2014
1,quail valley,2017
558,CONCORD,2018
3,Occidental,2011
1,Montara,2015
12,Windsor,2015
1,WHITTIER,2008
2,San Lorenzo,2014
106,LADERA RANCH,2004
536,LAKESIDE,2019
1,City Of Industry,2017
6,Saratoga,2015
18,San Anselmo,2006
16,Pasadena,2017
21,INYOKERN,2018
1044,MURRIETA,2015
51,LINDEN,2016
47,Arcadia,2016
96,JAMUL,2017
45,Costa Mesa,2015
1,GALT,2013
3,LOLETA,2016
1,GUADALUPE,2012
5,Norco,2006
97,CANYON LAKE,2017
10,Thousand Oaks,2004
2,Millbrae,2006
6,MAYWOOD,2019
1,AUBURN,2004
1,CARPINTERIA,2011
6,YERMO,2018
1,WARNER SPRINGS,1999
21,Sonora,2010
2,Woodland Hills,2012
1,diamond bar,2017
14,Reedley,2007
8,Rescue,2006
20,WALLACE,2016
2,CORONADO,2002
1,OAKLEY,2012
7,Nicasio,2004
1,Adelanto,2004
12,Dana Point,2012
2,COSTA MESA,2009
16,Joshua Tree,2014
2,Moraga,2015
7,Norwalk,2010
1,Inverness,2013
15,ALTA LOMA,2013
2,Pinon Hills,2007
7,MIDWAY CITY,2019
4,SANTA MONICA,2009
6,Fortuna,2015
1,LAKE ISABELLA,2012
30,ROLLING HILLS,2015
2,Siloam Springs,2010
30,La Canada Flintridge,2011
96,El Cajon,2015
1,Dillon Beach,2012
1,POTRERO,2012
2,Imperial Beach,2008
688,MURRIETA,2017
1,Cardiff By the Sea,2010
35,Costa Mesa,2010
3,WELDON,2019
2,El Cajon,2019
225,LIVERMORE,2013
10,WINDSOR HILLS,2019
1,GLENNVILLE,2002
1,Buena park,2017
86,DURHAM,2015
9,Palm Desert,2003
45,SAN DIEGO,2008
6,BUTTE CITY,2017
1,New Cuyama,2014
2,Florence,2008
3,Brea,2007
99,Brentwood,2011
1,LLANO,2005
1,Corona del Mar,2016
21,PORT HUENEME,2019
2,OLIVENHAIN,2015
3,Fairfield,2002
29,COTATI,2016
24,HALF MOON BAY,2013
91,LATHROP,2014
21,Lake Elsinore,2010
131,RANCHO SANTA FE,2017
1,GUATAY,2018
2,Mojave,2016
3,Apple Valley,2001
1,yorba linda,2018
7,LOS OLIVOS,2015
23,Placerville,2008
24,MORONGO VALLEY,2016
17,Hanford,2007
4,CROWLEY LAKE,2019
8,Los Alamos,2019
4,Scottsdale,2009
6,Murrieta,2004
1,Brentwood,1998
12,Villa Park,2017
228,DESERT HOT SPRINGS,2017
20,ATWATER,2013
1,Carmel Valley,2001
1,Spreckels,2014
7,BELLA VISTA,2014
121,Poway,2014
66,Greenfield,2012
26,Healdsburg,2013
2,Berkeley,2018
5,Wasco,2011
50,OAKHURST,2018
1,CROWLEY LAKE,2003
6,Williams,2013
1,BAKER,2007
3,Crockett,2012
1,Chino Hills,2002
4,Rialto,2009
3,Camp Verde,2004
1,Chular,2003
27,CALIMESA,2014
68,Los Angeles,2014
3,King City,2006
1,CHALLENGE,2017
16,Oakley,2010
10,Kenwood,2010
1,Lucerne Valley,2018
46,ATASCADERO,2013
1,Kagel Canyon,2012
2,RUTHERFORD,2013
2078,STOCKTON,2015
11,Santa Ana,2004
22,PINE VALLEY,2017
9,La Canada,2012
2,Litchfield Park,2008
1,LAKE SHERWOOD,2014
1,DUSTIN ACRES,2015
86,SANTA PAULA,2019
11,Chico,2001
59,San Rafael,2011
1,Oroville,2002
2,Moraga,2003
4,Sun City,2015
75,BORREGO SPRINGS,2016
1,SUNSET BEACH,2015
82,Cupertino,2013
21,Fowler,2012
35,Los Alamitos,2012
125,Shafter,2017
3,NICASIO,2016
709,Fresno,2011
3,GUINDA,2017
516,ENCINITAS,2019
1,MARIPOSA,2003
3,Stinson Beach,2009
69,Glendora,2018
1,Mcfarland,2016
197,CAMARILLO,2014
885,ROCKLIN,2019
2,MURRIETA,2003
1,MOUNTAIN CENTER,2015
2,Tuolumne,2011
1,SODA SPRINGS,2015
3,PERRIS,2011
315,SANGER,2019
64,ROWLAND HEIGHTS,2019
7,Browns Valley,2012
3,Santa Ana,2002
121,WASCO,2017
5441,BAKERSFIELD,2015
3,San Marino,2016
100,Fallbrook,2014
21,APTOS,2013
69,Campbell,2012
62,CORNING,2014
3,LEBEC,2019
15,Soledad,2018
3,Fall River Mills,2012
515,Murrieta,2012
9,Sausalito,2010
1,Inyokern,2015
1,South San Francisco,2002
1,TERRA BELLA,2013
3,FALL RIVER MILLS,2017
26,CALISTOGA,2018
326,RIALTO,2019
348,RANCHO CUCAMONGA,2019
131,Sunnyvale,2012
7,Santa Rosa Valley,2011
27,TERRA BELLA,2015
315,WESTMINSTER,2015
4,Palm Desert,2002
5,Angels Camp,2018
172,LATHROP,2018
33,SANTEE,2011
1,yucaipa,2017
13,Windsor,2004
4,Bell,2016
77,Lake Forest,2014
2,ALVISO,2017
58,LA JOLLA,2013
1,Lagunitas,2013
8,Calistoga,2012
32,PENRYN,2019
2,SANTA YSABEL,2013
1,Diamond Springs,2009
53,COALINGA,2014
57,RANCHO SANTA MARGARITA,2017
3,Tollhouse,2008
6,Huntington Beach,2005
16,CHERRY VALLEY,2017
1,WOODSIDE,2006
28,Ridgecrest,2011
81,Lancaster,2016
9,Bloomington,2014
2,South Gate,2009
2,Buena Park,2006
124,Vacaville,2017
20,WHITTIER,2013
36,Newport Beach,2014
2,Kensington,2005
5,BURNEY,2017
1,Lake Los Angeles,2016
6,Winchester,2009
27,Ojai,2017
6,Lomita,2014
2,Danville,2001
130,ARCADIA,2016
2,Newhall,2003
6,LAKE HUGHES,2017
82,AMERICAN CANYON,2018
34,Agoura Hills,2010
37,Moraga,2013
76,Upland,2016
345,NAPA,2019
13,Eastvale,2011
1,GLEN ELLEN,2005
11,ISLETON,2018
6,Flintridge,2013
2,ESCALON,2004
2,Cayucos,2003
1,Woodville,2012
6,JOHNSON VALLEY,2015
2,Jackson,2002
1,Artois,2009
7,Gardena,2010
4,Lucerne Valley,2012
2,El Sobrante,2002
13,LONG BEACH,2011
9,Mentone,2016
1,VILLA PARK,2010
1,SAN JOSE,2008
60,COPPEROPOLIS,2015
2,RANCHITA,2015
2,Crockett,2009
214,BUENA PARK,2016
4,IGO,2017
1,Diamond Springs,2013
1,Dunlap,2011
367,CATHEDRAL CITY,2019
9,Cotati,2013
1,ALAMO,2012
23,CAPITOLA,2017
9,Inverness,2011
10,Goleta,2005
130,FOUNTAIN VALLEY,2018
26,Solana Beach,2009
12,CAMPO,2013
1,New Cuyama,2019
2,Newbury Park,2002
17,LAKE ARROWHEAD,2018
1,Esparto,2003
17,SQUAW VALLEY,2015
6,Robinson Ranch,2012
1,Newark,2016
2,Gustine,2007
67,Milpitas,2017
56,OROSI,2016
1,Granite Bay,2017
61,San Rafael,2007
113,Menifee,2012
16,Perris,2010
1,HORNITOS,2015
5,Santa Margarita,2011
12,Westminster,2009
3,MOSS LANDING,2019
10,Ahwahnee,2013
73,SELMA,2014
767,TRACY,2016
2,San Carlos,2001
201,MARTINEZ,2016
13,Corona del Mar,2013
4,Fairfax,2014
1,MANHATTAN BEACH,2003
4,Fulton,2013
3,Joshua Tree,2007
34,MALIBU,2017
1,BORON,2004
1,SANTA CLARITA,2005
2,Santa Rosa Va,2014
96,Sonoma,2010
2,west covina,2017
69,Nevada City,2007
38,Rohnert Park,2011
4,LANCASTER,2007
1,LAKE ISABELLA,2003
383,El Dorado Hills,2017
2,Twentynine Palms,2015
69,GUSTINE,2019
2,Linden,2004
2,CAPAY,2014
2,Walnut Creek,2001
2,Lockwood,2002
2,Anaheim,2013
1,BELLFLOWER,2012
1,Scotts Valley,2001
2,BELVEDERE,2017
14,Palos Verdes Peninsula,2013
1,WILDOMAR,2005
2,THOUSAND OAKS,2008
2,Bodega,2004
19,SAN JUAN BAUTISTA,2015
32,Calimesa,2019
1,La Grange,2005
80,MONTCLAIR,2016
391,RIALTO,2018
1,Walnut Grove,2005
3,Pioneertown,2017
1,La Palma,2004
1,Upper Lake,2007
63,Fallbrook,2009
294,WATSONVILLE,2015
31,Mira Loma,2014
1,La Costa,2005
21,SOLVANG,2013
2,Winslow,2006
4,San Mateo,2015
13,Rolling Hills,2014
21,Hayward,2008
2,SANTA ANA,2002
6,Yorba Linda,2015
1,Selma,2014
41,Rialto,2012
1,Palm Desert,2001
2,Flagstaff,2009
15,Compton,2018
4,Arvin,2016
13,Sedona,2006
2,MUIR BEACH,2019
3,Byron,2006
1,New Cuyama,2015
1,San Dimas,2015
2,Santa Cruz,1999
2,Oak Park,2018
8,Suisun City,2010
3,Pico Rivera,2018
4,Kerman,2016
1198,VACAVILLE,2019
61,Sebastopol,2008
37,Moorpark,2017
3,Orange,2005
19,Nipomo,2017
559,BRENTWOOD,2014
32,SUTTER CREEK,2018
6,Perris,2008
34,PINON HILLS,2015
4,Livingston,2014
5,Monterey Park,2009
169,Poway,2010
1,Mountain View,2016
60,WILLOWS,2018
1,Bodfish,2007
3,Pollock Pines,2013
1,Muir Beach,2000
32,MILL VALLEY,2013
3,La Grange,2011
1,SUISUN CITY,2004
32,Simi Valley,2007
6,KNIGHTSEN,2015
24,Soledad,2011
3,FERNDALE,2016
142,BREA,2019
55,SALINAS,2013
1,Five Points,2010
16,ESCALON,2013
19,DIXON,2013
1,NORTH EDWARDS,2017
2,THREE RIVERS,2013
1,Angels Camp,2015
8,Visalia,2003
5,Azusa,2011
117,WINDSOR,2016
1,Mariposa,2001
2,Frazier Park,2016
2,Ivanhoe,2012
4,Tipton,2017
323,ORANGE,2019
2,Acton,2003
1,San Andreas,2002
2,VISALIA,2009
14,San Marcos,2008
2,La Habra Heights,2008
1,LOCKEFORD,2004
1,Auberry,2005
10,KENTFIELD,2013
59,BLYTHE,2019
18,PLYMOUTH,2016
9,LOCKWOOD,2018
2,Meadow Vista,2014
112,UNION CITY,2014
2,Arcadia,2001
14,Coronado,2008
7,Santee,2006
153,PLUMAS LAKE,2017
596,APPLE VALLEY,2015
3,POTTER VALLEY,2014
3,San Juan Capistrano,2006
45,Livermore,2006
19,Paradise,2013
44,Encinitas,2003
12,Apple Valley,2004
1,Bell Canyon,2009
19,Aptos,2014
18,COARSEGOLD,2013
49,INGLEWOOD,2019
2,Seaside,2004
176,RANCHO SANTA FE,2015
15,Chula Vista,2008
2,Richgrove,2014
3,Mc Farland,2014
38,LIVINGSTON,2019
52,Brentwood,2010
1,West Point,2011
1,PALOS VERDES,2016
1,ORANGE,2005
14,DESCANSO,2015
1,Fairfield,2001
15,STANTON,2018
1,Saint Helena,2018
42,SAN PABLO,2019
2,DESERT HOT SPRINGS,2009
2,BELLFLOWER,2013
1,CARRISA PLAINS,2018
15,RESCUE,2013
3,Capitola,2013
3,Paradise,2004
399,APPLE VALLEY,2014
112,Los Altos,2012
15,Sun City,2010
3,SAN GERONIMO,2018
20,COOL,2014
2,Costa Mesa,2003
112,Madera,2011
80,San Diego,2002
1,DILLON BEACH,2014
390,DAVIS,2019
4,ROSS,2017
1,Ripon,2015
137,El Cajon,2010
14,SQUAW VALLEY,2014
1,WAUKENA,2014
346,REDWOOD CITY,2016
657,PALMDALE,2018
113,BALDWIN PARK,2015
2,West Hills,2012
969,PALMDALE,2019
54,LOS ALTOS HILLS,2018
58,SAN PABLO,2016
264,OROVILLE,2014
1,JOHANNESBURG,2017
2,EL CAJON,2005
13,Scotts Valley,2007
1,Lake Hughes,2010
17,JULIAN,2015
18,FULLERTON,2013
19,Norwalk,2012
425,IRVINE,2015
295,SANTA CLARITA,2015
83,Petaluma,2012
1,Altadena,2000
9,VISALIA,2011
1,WILSEYVILLE,2016
2,Muir Beach,2008
11,Sausalito,2013
313,RANCHO MIRAGE,2018
1,SIERRA MADRE,2003
25,LA CRESCENTA,2015
64,Fresno,2005
6,Diamond Bar,2019
2,SPRING VALLEY,2009
6,Oak View,2012
167,SAN RAFAEL,2014
85,La Mesa,2013
116,Petaluma,2010
4,Prunedale,2011
2,Las Flores,2011
1,MOJAVE,2011
8,UPPER LAKE,2019
1,MONTEBELLO,2013
1,Calistoga,2001
2,Ducor,2015
1,RAISIN CITY,2018
11,WALNUT GROVE,2018
40,PAUMA VALLEY,2015
10,LADERA RANCH,2006
3,LAKE LOS ANGELES,2016
5,Reedley,2010
1,lodi,2014
5,Monterey,2005
5,SANTA YSABEL,2018
3,MONTROSE,2019
4,Prescott,2007
4,MERIDIAN,2019
5,Mission Viejo,2004
2,Etiwanda,2018
36,SUTTER,2015
254,CHINO,2017
36,Reedley,2008
4,Cayucos,2013
2,SHAVER LAKE,2018
2,Penn Valley,2015
2,Orange Cove,2014
1,Cypress,2005
9,El Dorado Hills,2004
19,Solana Beach,2013
1,Green Valley Lake,2010
12,FRIANT,2014
1,Angwin,2001
80,Morgan Hill,2014
83,Santee,2011
41,Costa Mesa,2011
6,Newark,2009
13,Auburn,2003
3,Spring Valley,2005
309,Lake Elsinore,2014
111,Chino,2019
19,Kerman,2013
11,OLIVEHURST,2013
18,FELTON,2017
3,Lynwood,2010
5,Mendocino,2013
13,BRADLEY,2019
2,OAK VIEW,2013
2,San Andreas,2003
80,Long Beach,2008
2,Point Reyes Station,2013
1,French Camp,2011
51,HALF MOON BAY,2016
1,Napa,2018
41,LOMPOC,2019
85,MONTCLAIR,2019
3,Camarillo,2002
5,Boulder Creek,2005
1,AZUSA,2013
59,Vacaville,2009
2,OCEANSIDE,2008
3,Plumas Lake,2017
2,Bangor,2008
8,Lemon Grove,2014
23,Rancho Palos Verdes,2017
1,Witter Springs,2003
14,OREGON HOUSE,2017
809,VACAVILLE,2015
3,Sea Ranch,2011
81,HERCULES,2015
721,LA MESA,2019
8,Pacifica,2014
1,la mesa,2015
19,FRIANT,2017
436,WHITTIER,2015
1,Palo Cedro,2001
2,Vacaville,1999
1,RACKERBY,2016
54,OJAI,2017
1,WATERFORD,2015
107,BREA,2017
1,Caliente,2004
8,CITY OF INDUSTRY,2017
6,Redding,2015
38,Laguna Hills,2013
8,Surprise,2006
1,PHELAN,2007
6,Eureka,2011
156,OAKDALE,2014
1,Point Reyes,2005
1,MCFARLAND,2014
11,Imperial Beach,2012
1,Redlands,2003
47,Watsonville,2008
29,Carmel,2013
97,WINTERS,2016
3,BUTTE CITY,2018
2,MOSS BEACH,2013
2,Wallace,2013
1,LADERA RANCH,2011
2,JAMUL,2002
140,Rio Vista,2015
1,Cudahy,2013
15,Oroville,2004
1,Santa Rosa Valley,2006
9,REDLANDS,2012
1,SAN MIGUEL,2004
83,DALY CITY,2014
2,Vacaville,2001
2,LITTLE RIVER,2018
1,Soulsbyville,2014
25,Bellflower,2013
1,MONROVIA,2011
1,Willits,2017
42,Irvine,2009
3,Pioneer,2013
20,Flagstaff,2008
3,SANTA YSABEL,2017
1,NAVARRO,2018
1,Millville,2016
16,Helendale,2011
12,SANTA MARGARITA,2017
14,DANA POINT,2013
2,PESCADERO,2014
196,MILPITAS,2017
1,Prescott,2005
10,DIABLO,2015
1,CAMPTONVILLE,2015
4,IRWINDALE,2015
1,Irwindale,2008
1,CASPAR,2018
6,Valley Springs,2006
27,SANTA FE SPRINGS,2019
7,PINEDALE,2019
1,Miramonte,2013
2,LAKEHEAD,2015
1,LittleRock,2017
12,PINE GROVE,2015
16,Ojai,2011
2,ROHNERT PARK,2006
3,BUTTE CITY,2014
2,Earlimart,2013
1,Santa Barbara,1999
17,Chico,2004
3,Colfax,2007
21,CORONA DEL MAR,2015
5,Carmel,2004
6,Kenwood,2013
249,SUNNYVALE,2018
12,RIALTO,2013
1,Cazadero,2005
19,El Cajon,2003
28,Atwater,2015
6,Buttonwillow,2013
